Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Bessie Smith,Bessie_Smith,http://dbpedia.org/resource/Bessie_Smith,https://linkedjazz.org/image/square/Bessie_Smith.png,Q3,Q6,
Louis Aladdin,Louis_Aladdin,,https://linkedjazz.org/image/square/Louis_Aladdin.png,Q3,Q6,
Sweets Edison,Sweets_Edison,http://dbpedia.org/resource/Sweets_Edison,https://linkedjazz.org/image/square/Sweets_Edison.png,Q3,Q6,
King Oliver,King_Oliver,http://dbpedia.org/resource/King_Oliver,https://linkedjazz.org/image/square/King_Oliver.png,Q3,Q6,
Machito,Machito,http://dbpedia.org/resource/Machito,https://linkedjazz.org/image/square/Machito.png,Q3,Q6,
Jackie Gleason,Jackie_Gleason,http://dbpedia.org/resource/Jackie_Gleason,https://linkedjazz.org/image/square/Jackie_Gleason.png,Q3,Q6,
Percy Humphrey,Percy_Humphrey,http://dbpedia.org/resource/Percy_Humphrey,https://linkedjazz.org/image/square/Percy_Humphrey.png,Q3,Q6,
Willie Humphrey,Willie_Humphrey,http://dbpedia.org/resource/Willie_Humphrey,https://linkedjazz.org/image/square/Willie_Humphrey.png,Q3,Q6,
Richie Ray,Richie_Ray,http://dbpedia.org/resource/Richie_Ray,https://linkedjazz.org/image/square/Richie_Ray.png,Q3,Q6,
Jelly Roll Morton,Jelly_Roll_Morton,http://dbpedia.org/resource/Jelly_Roll_Morton,https://linkedjazz.org/image/square/Jelly_Roll_Morton.png,Q3,Q6,
Curtis Porter,Curtis_Porter,,https://linkedjazz.org/image/square/Curtis_Porter.png,Q3,Q6,
Alice Coltrane,Alice_Coltrane,http://dbpedia.org/resource/Alice_Coltrane,https://linkedjazz.org/image/square/Alice_Coltrane.png,Q3,Q6,
McCoy Tyner,McCoy_Tyner,http://dbpedia.org/resource/McCoy_Tyner,https://linkedjazz.org/image/square/McCoy_Tyner.png,Q3,Q6,
Billy Higgins,Billy_Higgins,http://dbpedia.org/resource/Billy_Higgins,https://linkedjazz.org/image/square/Billy_Higgins.png,Q3,Q6,
Cal Massey,Cal_Massey,http://dbpedia.org/resource/Cal_Massey,https://linkedjazz.org/image/square/Cal_Massey.png,Q3,Q6,
Elvin Jones,Elvin_Jones,http://dbpedia.org/resource/Elvin_Jones,https://linkedjazz.org/image/square/Elvin_Jones.png,Q3,Q6,
Mel Brooks,Mel_Brooks,http://dbpedia.org/resource/Mel_Brooks,https://linkedjazz.org/image/square/Mel_Brooks.png,Q3,Q6,
Jimmy Lyons,Jimmy_Lyons,http://dbpedia.org/resource/Jimmy_Lyons,https://linkedjazz.org/image/square/Jimmy_Lyons.png,Q3,Q6,
Joyce DeFranco,Joyce_DeFranco,,https://linkedjazz.org/image/square/Joyce_DeFranco.png,Q3,Q6,
Symphony Sid,Symphony_Sid,http://dbpedia.org/resource/Symphony_Sid,https://linkedjazz.org/image/square/Symphony_Sid.png,Q3,Q6,
Lee Konitz,Lee_Konitz,http://dbpedia.org/resource/Lee_Konitz,https://linkedjazz.org/image/square/Lee_Konitz.png,Q3,Q6,
Nat Hentoff,Nat_Hentoff,http://dbpedia.org/resource/Nat_Hentoff,https://linkedjazz.org/image/square/Nat_Hentoff.png,Q3,Q6,
Ray McKinley,Ray_McKinley,http://dbpedia.org/resource/Ray_McKinley,https://linkedjazz.org/image/square/Ray_McKinley.png,Q3,Q6,
Myra Lavin,Myra_Lavin,,https://linkedjazz.org/image/square/Myra_Lavin.png,Q3,Q6,
Sy Oliver,Sy_Oliver,http://dbpedia.org/resource/Sy_Oliver,https://linkedjazz.org/image/square/Sy_Oliver.png,Q3,Q6,
Bobby White,Bobby_White,,https://linkedjazz.org/image/square/Bobby_White.png,Q3,Q6,
Wilhelm Reich,Wilhelm_Reich,http://dbpedia.org/resource/Wilheim_Reich,https://linkedjazz.org/image/square/Wilheim_Reich.png,Q3,Q6,
Al Alberts,Al_Alberts,http://dbpedia.org/resource/Al_Alberts,https://linkedjazz.org/image/square/Al_Alberts.png,Q3,Q6,
Tom Ranier,Tom_Ranier,http://dbpedia.org/resource/Tom_Ranier,https://linkedjazz.org/image/square/Tom_Ranier.png,Q3,Q6,
Frank Tiberi,Frank_Tiberi,http://dbpedia.org/resource/Frank_Tiberi,https://linkedjazz.org/image/square/Frank_Tiberi.png,Q3,Q6,
Ronnie Scott,Ronnie_Scott,http://dbpedia.org/resource/Ronnie_Scott,https://linkedjazz.org/image/square/Ronnie_Scott.png,Q3,Q6,
Sidney Bechet,Sidney_Bechet,http://dbpedia.org/resource/Sidney_Bechet,https://linkedjazz.org/image/square/Sidney_Bechet.png,Q3,Q6,
Ken Peplowski,Ken_Peplowski,http://dbpedia.org/resource/Ken_Peplowski,https://linkedjazz.org/image/square/Ken_Peplowski.png,Q3,Q6,
Neal Hefti,Neal_Hefti,http://dbpedia.org/resource/Neal_Hefti,https://linkedjazz.org/image/square/Neal_Hefti.png,Q3,Q6,
Fats Waller,Fats_Waller,http://dbpedia.org/resource/Fats_Waller,https://linkedjazz.org/image/square/Fats_Waller.png,Q3,Q6,
Jackie Mason,Jackie_Mason,http://dbpedia.org/resource/Jackie_Mason,https://linkedjazz.org/image/square/Jackie_Mason.png,Q3,Q6,
Stan Getz,Stan_Getz,http://dbpedia.org/resource/Stan_Getz,https://linkedjazz.org/image/square/Stan_Getz.png,Q3,Q6,
Billy Shaw,Billy_Shaw,,https://linkedjazz.org/image/square/Billy_Shaw.png,Q3,Q6,
Jimmy Hamilton,Jimmy_Hamilton,http://dbpedia.org/resource/Jimmy_Hamilton,https://linkedjazz.org/image/square/Jimmy_Hamilton.png,Q3,Q6,
Louise Giordano,Louise_Giordano,,https://linkedjazz.org/image/square/Louise_Giordano.png,Q3,Q6,
Lenny Sinisgalli,Lenny_Sinisgalli,,https://linkedjazz.org/image/square/Lenny_Sinisgalli.png,Q3,Q6,
Clark Sisters,Clark_Sisters,http://dbpedia.org/resource/Clark_Sisters,https://linkedjazz.org/image/square/Clark_Sisters.png,Q3,Q6,
Billy Krechmer,Billy_Krechmer,,https://linkedjazz.org/image/square/Billy_Krechmer.png,Q3,Q6,
Mel Torme,Mel_Torme,http://dbpedia.org/resource/Mel_Torm%C3%A9,https://linkedjazz.org/image/square/Mel_Torm̩.png,Q3,Q6,
Buddy Arnold,Buddy_Arnold,http://dbpedia.org/resource/Buddy_Arnold,https://linkedjazz.org/image/square/Buddy_Arnold.png,Q3,Q6,
Lance Boyd,Lance_Boyd,,https://linkedjazz.org/image/square/Lance_Boyd.png,Q3,Q6,
Steve Botek,Steve_Botek,,https://linkedjazz.org/image/square/Steve_Botek.png,Q3,Q6,
Bill Finegan,Bill_Finegan,http://dbpedia.org/resource/Bill_Finegan,https://linkedjazz.org/image/square/Bill_Finegan.png,Q3,Q6,
Teddy Wilson,Teddy_Wilson,http://dbpedia.org/resource/Teddy_Wilson,https://linkedjazz.org/image/square/Teddy_Wilson.png,Q3,Q6,
Lennie Tristano,Lennie_Tristano,http://dbpedia.org/resource/Lennie_Tristano,https://linkedjazz.org/image/square/Lennie_Tristano.png,Q3,Q6,
Tom Gumina,Tom_Gumina,,https://linkedjazz.org/image/square/Tom_Gumina.png,Q3,Q6,
Louie Bellson,Louie_Bellson,http://dbpedia.org/resource/Louie_Bellson,https://linkedjazz.org/image/square/Louie_Bellson.png,Q3,Q6,
Charlie Ventura,Charlie_Ventura,http://dbpedia.org/resource/Charlie_Ventura,https://linkedjazz.org/image/square/Charlie_Ventura.png,Q3,Q6,
Ray Brown,Ray_Brown,http://dbpedia.org/resource/Ray_Brown_(musician),https://linkedjazz.org/image/square/Ray_Brown_(musician).png,Q3,Q6,
Phil Woods,Phil_Woods,http://dbpedia.org/resource/Phil_Woods,https://linkedjazz.org/image/square/Phil_Woods.png,Q3,Q6,
Oscar Pettiford,Oscar_Pettiford,http://dbpedia.org/resource/Oscar_Pettiford,https://linkedjazz.org/image/square/Oscar_Pettiford.png,Q3,Q6,
Roy Eldridge,Roy_Eldridge,http://dbpedia.org/resource/Roy_Eldridge,https://linkedjazz.org/image/square/Roy_Eldridge.png,Q3,Q6,
Matt Copus,Matt_Copus,,https://linkedjazz.org/image/square/Matt_Copus.png,Q3,Q6,
Ronnie Aldrich,Ronnie_Aldrich,,https://linkedjazz.org/image/square/Ronnie_Aldrich.png,Q3,Q6,
Milt Jackson,Milt_Jackson,http://dbpedia.org/resource/Milt_Jackson,https://linkedjazz.org/image/square/Milt_Jackson.png,Q3,Q6,
Ross Hastings,Ross_Hastings,,https://linkedjazz.org/image/square/Ross_Hastings.png,Q3,Q6,
Buddy Rich,Buddy_Rich,http://dbpedia.org/resource/Buddy_Rich,https://linkedjazz.org/image/square/Buddy_Rich.png,Q3,Q6,
Art Mooney,Art_Mooney,http://dbpedia.org/resource/Art_Mooney,https://linkedjazz.org/image/square/Art_Mooney.png,Q3,Q6,
William D. Simone,William_D._Simone,,https://linkedjazz.org/image/square/William_D._Simone.png,Q3,Q6,
Mike Stockland,Mike_Stockland,,https://linkedjazz.org/image/square/Mike_Stockland.png,Q3,Q6,
Karen Horney,Karen_Horney,http://dbpedia.org/resource/Karen_Horney,https://linkedjazz.org/image/square/Karen_Horney.png,Q3,Q6,
John Levy,John_Levy,http://dbpedia.org/resource/John_Levy_(musician),https://linkedjazz.org/image/square/John_Levy_(musician).png,Q3,Q6,
Pat Dane,Pat_Dane,,https://linkedjazz.org/image/square/Pat_Dane.png,Q3,Q6,
Elliot Lawrence,Elliot_Lawrence,http://dbpedia.org/resource/Elliot_Lawrence,https://linkedjazz.org/image/square/Elliot_Lawrence.png,Q3,Q6,
Eugene Hall,Eugene_Hall,http://dbpedia.org/resource/Eugene_Hall,https://linkedjazz.org/image/square/Eugene_Hall.png,Q3,Q6,
Sonny Clark,Sonny_Clark,http://dbpedia.org/resource/Sonny_Clark,https://linkedjazz.org/image/square/Sonny_Clark.png,Q3,Q6,
Pee Wee Russell,Pee_Wee_Russell,http://dbpedia.org/resource/Pee_Wee_Russell,https://linkedjazz.org/image/square/Pee_Wee_Russell.png,Q3,Q6,
Gene Quill,Gene_Quill,http://dbpedia.org/resource/Gene_Quill,https://linkedjazz.org/image/square/Gene_Quill.png,Q3,Q6,
Molly Murphy,Molly_Murphy,,https://linkedjazz.org/image/square/Molly_Murphy.png,Q3,Q6,
Herb Ellis,Herb_Ellis,http://dbpedia.org/resource/Herb_Ellis,https://linkedjazz.org/image/square/Herb_Ellis.png,Q3,Q6,
Eugene Wright,Eugene_Wright,http://dbpedia.org/resource/Eugene_Wright,https://linkedjazz.org/image/square/Eugene_Wright.png,Q3,Q6,
Bobby Graf,Bobby_Graf,,https://linkedjazz.org/image/square/Bobby_Graf.png,Q3,Q6,
Sandy Block,Sandy_Block,http://dbpedia.org/resource/Sandy_Block,https://linkedjazz.org/image/square/Sandy_Block.png,Q3,Q6,
Dave McKay,Dave_McKay,http://dbpedia.org/resource/Dave_MacKay_%28musician%29,https://linkedjazz.org/image/square/Dave_MacKay_(musician).png,Q3,Q6,
Gerry Mulligan,Gerry_Mulligan,http://dbpedia.org/resource/Gerry_Mulligan,https://linkedjazz.org/image/square/Gerry_Mulligan.png,Q3,Q6,
Ross Wyre,Ross_Wyre,,https://linkedjazz.org/image/square/Ross_Wyre.png,Q3,Q6,
Terry Gibbs,Terry_Gibbs,http://dbpedia.org/resource/Terry_Gibbs,https://linkedjazz.org/image/square/Terry_Gibbs.png,Q3,Q6,
Kenny Drew,Kenny_Drew,http://dbpedia.org/resource/Kenny_Drew,https://linkedjazz.org/image/square/Kenny_Drew.png,Q3,Q6,
Nat Siegel,Nat_Siegel,,https://linkedjazz.org/image/square/Nat_Siegel.png,Q3,Q6,
Christopher Hitchens,Christopher_Hitchens,http://dbpedia.org/resource/Christopher_Hitchens,https://linkedjazz.org/image/square/Christopher_Hitchens.png,Q3,Q6,
Jimmy Pupa,Jimmy_Pupa,,https://linkedjazz.org/image/square/Jimmy_Pupa.png,Q3,Q6,
Jeff Hamilton,Jeff_Hamilton,http://dbpedia.org/resource/Jeff_Hamilton_(drummer),https://linkedjazz.org/image/square/Jeff_Hamilton_(drummer).png,Q3,Q6,
Jamey Aebersold,Jamey_Aebersold,http://dbpedia.org/resource/Jamey_Aebersold,https://linkedjazz.org/image/square/Jamey_Aebersold.png,Q3,Q6,
Art Blakey,Art_Blakey,http://dbpedia.org/resource/Art_Blakey,https://linkedjazz.org/image/square/Art_Blakey.png,Q3,Q6,
Leonard DeFranco,Leonard_DeFranco,,https://linkedjazz.org/image/square/Leonard_DeFranco.png,Q3,Q6,
Kai Winding,Kai_Winding,http://dbpedia.org/resource/Kai_Winding,https://linkedjazz.org/image/square/Kai_Winding.png,Q3,Q6,
Caesar Petrillo,Caesar_Petrillo,http://dbpedia.org/resource/Caesar_Petrillo,https://linkedjazz.org/image/square/Caesar_Petrillo.png,Q3,Q6,
Johnny Mintz,Johnny_Mintz,,https://linkedjazz.org/image/square/Johnny_Mintz.png,Q3,Q6,
Bill Haley,Bill_Haley,http://dbpedia.org/resource/Bill_Haley,https://linkedjazz.org/image/square/Bill_Haley.png,Q3,Q6,
George Shearing,George_Shearing,http://dbpedia.org/resource/George_Shearing,https://linkedjazz.org/image/square/George_Shearing.png,Q3,Q6,
Pete Candoli,Pete_Candoli,http://dbpedia.org/resource/Pete_Candoli,https://linkedjazz.org/image/square/Pete_Candoli.png,Q3,Q6,
Nelson Riddle,Nelson_Riddle,http://dbpedia.org/resource/Nelson_Riddle,https://linkedjazz.org/image/square/Nelson_Riddle.png,Q3,Q6,
Bob Bates,Bob_Bates,http://dbpedia.org/resource/Bob_Bates_(musician),https://linkedjazz.org/image/square/Bob_Bates_(musician).png,Q3,Q6,
Happy Cotrill,Happy_Cotrill,,https://linkedjazz.org/image/square/Happy_Cotrill.png,Q3,Q6,
Stephen Hawking,Stephen_Hawking,http://dbpedia.org/resource/Stephen_Hawking,https://linkedjazz.org/image/square/Stephen_Hawking.png,Q3,Q6,
Bernie Glow,Bernie_Glow,http://dbpedia.org/resource/Bernie_Glow,https://linkedjazz.org/image/square/Bernie_Glow.png,Q3,Q6,
Vito Pascucci,Vito_Pascucci,,https://linkedjazz.org/image/square/Vito_Pascucci.png,Q3,Q6,
Hal Schaffer,Hal_Schaffer,,https://linkedjazz.org/image/square/Hal_Schaffer.png,Q3,Q6,
Fred Waring,Fred_Waring,http://dbpedia.org/resource/Fred_Waring,https://linkedjazz.org/image/square/Fred_Waring.png,Q3,Q6,
Barbara Walter,Barbara_Walter,http://dbpedia.org/resource/Barbara_Walters,https://linkedjazz.org/image/square/Barbara_Walters.png,Q3,Q6,
Marshall Royal,Marshall_Royal,http://dbpedia.org/resource/Marshall_Royal,https://linkedjazz.org/image/square/Marshall_Royal.png,Q3,Q6,
Rudy Van Gelder,Rudy_Van_Gelder,http://dbpedia.org/resource/Rudy_Van_Gelder,https://linkedjazz.org/image/square/Rudy_Van_Gelder.png,Q3,Q6,
Benny Golson,Benny_Golson,http://dbpedia.org/resource/Benny_Golson,https://linkedjazz.org/image/square/Benny_Golson.png,Q3,Q6,
Ray Bradbury,Ray_Bradbury,http://dbpedia.org/resource/Ray_Bradbury,https://linkedjazz.org/image/square/Ray_Bradbury.png,Q3,Q6,
Anat Cohen,Anat_Cohen,http://dbpedia.org/resource/Anat_Cohen,https://linkedjazz.org/image/square/Anat_Cohen.png,Q3,Q6,
Eddie Daniels,Eddie_Daniels,http://dbpedia.org/resource/Eddie_Daniels,https://linkedjazz.org/image/square/Eddie_Daniels.png,Q3,Q6,
Billy VerPlanck,Billy_VerPlanck,,https://linkedjazz.org/image/square/Billy_VerPlanck.png,Q3,Q6,
Whitney Balliett,Whitney_Balliett,http://dbpedia.org/resource/Whitney_Balliett,https://linkedjazz.org/image/square/Whitney_Balliett.png,Q3,Q6,
Toots Thielemans,Toots_Thielemans,http://dbpedia.org/resource/Toots_Thielemans,https://linkedjazz.org/image/square/Toots_Thielemans.png,Q3,Q6,
Leonard Feather,Leonard_Feather,http://dbpedia.org/resource/Leonard_Feather,https://linkedjazz.org/image/square/Leonard_Feather.png,Q3,Q6,
John Denman,John_Denman,,https://linkedjazz.org/image/square/John_Denman.png,Q3,Q6,
Andy Kirk,Andy_Kirk,http://dbpedia.org/resource/Andy_Kirk_(musician),https://linkedjazz.org/image/square/Andy_Kirk_(musician).png,Q3,Q6,
John McHale,John_McHale,http://dbpedia.org/resource/John_McHale_(baseball),https://linkedjazz.org/image/square/John_McHale_(baseball).png,Q3,Q6,
Dave Brubeck,Dave_Brubeck,http://dbpedia.org/resource/Dave_Brubeck,https://linkedjazz.org/image/square/Dave_Brubeck.png,Q3,Q6,
Osie Johnson,Osie_Johnson,http://dbpedia.org/resource/Osie_Johnson,https://linkedjazz.org/image/square/Osie_Johnson.png,Q3,Q6,
Dorothy Donnegan,Dorothy_Donnegan,,https://linkedjazz.org/image/square/Dorothy_Donnegan.png,Q3,Q6,
Mary Lou Williams,Mary_Lou_Williams,http://dbpedia.org/resource/Mary_Lou_Williams,https://linkedjazz.org/image/square/Mary_Lou_Williams.png,Q3,Q6,
Monk Rowe,Monk_Rowe,,https://linkedjazz.org/image/square/Monk_Rowe.png,Q3,Q6,
Lucky Millinder,Lucky_Millinder,http://dbpedia.org/resource/Lucky_Millinder,https://linkedjazz.org/image/square/Lucky_Millinder.png,Q3,Q6,
Marian McPartland,Marian_McPartland,http://dbpedia.org/resource/Marian_McPartland,https://linkedjazz.org/image/square/Marian_McPartland.png,Q3,Q6,
Jay Leonhart,Jay_Leonhart,http://dbpedia.org/resource/Jay_Leonhart,https://linkedjazz.org/image/square/Jay_Leonhart.png,Q3,Q6,
Jane Jarvis,Jane_Jarvis,http://dbpedia.org/resource/Jane_Jarvis,https://linkedjazz.org/image/square/Jane_Jarvis.png,Q3,Q6,
Ethel Waters,Ethel_Waters,http://dbpedia.org/resource/Ethel_Waters,https://linkedjazz.org/image/square/Ethel_Waters.png,Q3,Q6,
Eddie Williams,Eddie_Williams,http://dbpedia.org/resource/Eddie_Williams_(saxophonist),https://linkedjazz.org/image/square/Eddie_Williams_(saxophonist).png,Q3,Q6,
Neal Tate,Neal_Tate,,https://linkedjazz.org/image/square/Neal_Tate.png,Q3,Q6,
Zane Paul,Zane_Paul,,https://linkedjazz.org/image/square/Zane_Paul.png,Q3,Q6,
Ray Burns,Ray_Burns,,https://linkedjazz.org/image/square/Ray_Burns.png,Q3,Q6,
Jim Mahenza,Jim_Mahenza,,https://linkedjazz.org/image/square/Jim_Mahenza.png,Q3,Q6,
King Curtis,King_Curtis,http://dbpedia.org/resource/King_Curtis,https://linkedjazz.org/image/square/King_Curtis.png,Q3,Q6,
Kate Smith,Kate_Smith,http://dbpedia.org/resource/Kate_Smith,https://linkedjazz.org/image/square/Kate_Smith.png,Q3,Q6,
Galt McDermott,Galt_McDermott,,https://linkedjazz.org/image/square/Galt_McDermott.png,Q3,Q6,
Sugar Chile Robinson,Sugar_Chile_Robinson,http://dbpedia.org/resource/Sugar_Chile_Robinson,https://linkedjazz.org/image/square/Sugar_Chile_Robinson.png,Q3,Q6,
Bill Regis,Bill_Regis,,https://linkedjazz.org/image/square/Bill_Regis.png,Q3,Q6,
Horace Silver,Horace_Silver,http://dbpedia.org/resource/Horace_Silver,https://linkedjazz.org/image/square/Horace_Silver.png,Q3,Q6,
Cootie Williams,Cootie_Williams,http://dbpedia.org/resource/Cootie_Williams,https://linkedjazz.org/image/square/Cootie_Williams.png,Q3,Q6,
Joe Comfort,Joe_Comfort,http://dbpedia.org/resource/Joe_Comfort,https://linkedjazz.org/image/square/Joe_Comfort.png,Q3,Q6,
Bill Jennings,Bill_Jennings,,https://linkedjazz.org/image/square/Bill_Jennings.png,Q3,Q6,
Frank Sinatra,Frank_Sinatra,http://dbpedia.org/resource/Frank_Sinatra,https://linkedjazz.org/image/square/Frank_Sinatra.png,Q3,Q6,
Pearl Bailey,Pearl_Bailey,http://dbpedia.org/resource/Pearl_Bailey,https://linkedjazz.org/image/square/Pearl_Bailey.png,Q3,Q6,
Nicholas Brothers,Nicholas_Brothers,,https://linkedjazz.org/image/square/Nicholas_Brothers.png,Q3,Q6,
Johnny Johanna,Johnny_Johanna,,https://linkedjazz.org/image/square/Johnny_Johanna.png,Q3,Q6,
Helen Humes,Helen_Humes,http://dbpedia.org/resource/Helen_Humes,https://linkedjazz.org/image/square/Helen_Humes.png,Q3,Q6,
Bing Crosby,Bing_Crosby,http://dbpedia.org/resource/Bing_Crosby,https://linkedjazz.org/image/square/Bing_Crosby.png,Q3,Q6,
Esther Williams,Esther_Williams,,https://linkedjazz.org/image/square/Esther_Williams.png,Q3,Q6,
Bob Haggart,Bob_Haggart,http://dbpedia.org/resource/Bob_Haggart,https://linkedjazz.org/image/square/Bob_Haggart.png,Q3,Q6,
Ivory Joe Hunter,Ivory_Joe_Hunter,http://dbpedia.org/resource/Ivory_Joe_Hunter,https://linkedjazz.org/image/square/Ivory_Joe_Hunter.png,Q3,Q6,
Michael Butler,Michael_Butler,,https://linkedjazz.org/image/square/Michael_Butler.png,Q3,Q6,
Alan Fontaine,Alan_Fontaine,,https://linkedjazz.org/image/square/Alan_Fontaine.png,Q3,Q6,
Dave Wilborn,Dave_Wilborn,http://dbpedia.org/resource/Dave_Wilborn,https://linkedjazz.org/image/square/Dave_Wilborn.png,Q3,Q6,
Sonny Payne,Sonny_Payne,http://dbpedia.org/resource/Sonny_Payne,https://linkedjazz.org/image/square/Sonny_Payne.png,Q3,Q6,
Eddie Davis,Eddie_Davis,"http://dbpedia.org/resource/Eddie_""Lockjaw""_Davis",https://linkedjazz.org/image/square/Eddie_Lockjaw_Davis.png,Q3,Q6,
Don Redman,Don_Redman,http://dbpedia.org/resource/Don_Redman,https://linkedjazz.org/image/square/Don_Redman.png,Q3,Q6,
Eva Jessye,Eva_Jessye,http://dbpedia.org/resource/Eva_Jessye,https://linkedjazz.org/image/square/Eva_Jessye.png,Q3,Q6,
Bill Hughes,Bill_Hughes,http://dbpedia.org/resource/Bill_Hughes_(musician),https://linkedjazz.org/image/square/Bill_Hughes_(musician).png,Q3,Q6,
Eubie Blake,Eubie_Blake,http://dbpedia.org/resource/Eubie_Blake,https://linkedjazz.org/image/square/Eubie_Blake.png,Q3,Q6,
Anne Brown,Anne_Brown,http://dbpedia.org/resource/Anne_Brown,https://linkedjazz.org/image/square/Anne_Brown.png,Q3,Q6,
Earl Partello,Earl_Partello,,https://linkedjazz.org/image/square/Earl_Partello.png,Q3,Q6,
Budd Johnson,Budd_Johnson,http://dbpedia.org/resource/Budd_Johnson,https://linkedjazz.org/image/square/Budd_Johnson.png,Q3,Q6,
Frank Foster,Frank_Foster,http://dbpedia.org/resource/Frank_Foster_(musician),https://linkedjazz.org/image/square/Frank_Foster_(musician).png,Q3,Q6,
Thelonius Monk,Thelonius_Monk,,https://linkedjazz.org/image/square/Thelonius_Monk.png,Q3,Q6,
Sammy Davis Jr,Sammy_Davis_Jr,"http://dbpedia.org/resource/Sammy_Davis,_Jr.","https://linkedjazz.org/image/square/Sammy_Davis,_Jr..png",Q3,Q6,
Bobby Tucker,Bobby_Tucker,http://dbpedia.org/resource/Bobby_Tucker,https://linkedjazz.org/image/square/Bobby_Tucker.png,Q3,Q6,
Ed Eckstine,Ed_Eckstine,,https://linkedjazz.org/image/square/Ed_Eckstine.png,Q3,Q6,
Johnny Hodges,Johnny_Hodges,http://dbpedia.org/resource/Johnny_Hodges,https://linkedjazz.org/image/square/Johnny_Hodges.png,Q3,Q6,
Joe Newman,Joe_Newman,http://dbpedia.org/resource/Joe_Newman_(trumpeter),https://linkedjazz.org/image/square/Joe_Newman_(trumpeter).png,Q3,Q6,
Kenny Clarke,Kenny_Clarke,http://dbpedia.org/resource/Kenny_Clarke,https://linkedjazz.org/image/square/Kenny_Clarke.png,Q3,Q6,
Bunk Johnson,Bunk_Johnson,http://dbpedia.org/resource/Bunk_Johnson,https://linkedjazz.org/image/square/Bunk_Johnson.png,Q3,Q6,
Art Taylor,Art_Taylor,http://dbpedia.org/resource/Art_Taylor,https://linkedjazz.org/image/square/Art_Taylor.png,Q3,Q6,
Terri Lyne Carrington,Terri_Lyne_Carrington,http://dbpedia.org/resource/Terri_Lyne_Carrington,https://linkedjazz.org/image/square/Terri_Lyne_Carrington.png,Q3,Q6,
Ted Briscoe,Ted_Briscoe,,https://linkedjazz.org/image/square/Ted_Briscoe.png,Q3,Q6,
Jackie McLean,Jackie_McLean,http://dbpedia.org/resource/Jackie_McLean,https://linkedjazz.org/image/square/Jackie_McLean.png,Q3,Q6,
Joe Booker,Joe_Booker,,https://linkedjazz.org/image/square/Joe_Booker.png,Q3,Q6,
Sahib Shihab,Sahib_Shihab,http://dbpedia.org/resource/Sahib_Shihab,https://linkedjazz.org/image/square/Sahib_Shihab.png,Q3,Q6,
Gus Haynes,Gus_Haynes,,https://linkedjazz.org/image/square/Gus_Haynes.png,Q3,Q6,
Shadow Wilson,Shadow_Wilson,http://dbpedia.org/resource/Shadow_Wilson,https://linkedjazz.org/image/square/Shadow_Wilson.png,Q3,Q6,
Ringo Starr,Ringo_Starr,http://dbpedia.org/resource/Ringo_Starr,https://linkedjazz.org/image/square/Ringo_Starr.png,Q3,Q6,
